family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.507852816315463,0.0100309455874984,0.50722720390125,0.492700464681351,0.522754384003729,0.0300539193223786,0.507343957655105,0.000508858660358325,0.89
frank,100,0.506745130027866,0.00879038314504823,0.506645181929084,0.492863363583841,0.518898572008569,0.026035208424728,0.50619904992655,0.000546080101316182,0.11
