family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.506141989722478,0.01353798830517,0.506278945630604,0.47923548056295,0.524600680391297,0.0453651998283466,0.507343957655105,-0.00120196793262684,0.76
frank,100,0.506245706749892,0.0131770018434765,0.505915176194253,0.483777929250344,0.524797160320124,0.0410192310697802,0.50619904992655,4.66568233422615e-05,0.24
