family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.506479819300521,0.0204885889417652,0.504609553125326,0.472397654005125,0.542858699127968,0.0704610451228438,0.507343957655105,-0.000864138354583988,0.72
frank,100,0.505618842866457,0.018443118620144,0.507047191956147,0.47494697969294,0.534798186669515,0.0598512069765747,0.50619904992655,-0.000580207060093207,0.28
