family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.664510535177651,0.0143226071087405,0.666381294305346,0.638836413953764,0.685676822760019,0.0468404088062545,0.666826039911541,-0.00231550473389075,0.19
frank,100,0.69108492824317,0.0116439301803666,0.689950016792894,0.672869235184827,0.709167090164802,0.0362978549799745,0.693498671024126,-0.00241374278095607,0.81
