family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.598212639350365,0.0121436492012247,0.597546204839651,0.580221334232331,0.619577377712782,0.0393560434804512,0.598225495357016,-1.28560066517958e-05,0.3
frank,100,0.618565833343645,0.0109010698058453,0.618615017897641,0.60202329136845,0.636088849371526,0.0340655580030759,0.618679546901297,-0.000113713557651884,0.7
