family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.594112375977945,0.0153089206462935,0.592954277098555,0.572671394641432,0.621736857383941,0.049065462742509,0.598225495357016,-0.00411311937907144,0.4
frank,100,0.615452235101092,0.0138386375702852,0.614476931470938,0.595522814097497,0.638281738551132,0.0427589244536343,0.618679546901297,-0.00322731180020464,0.6
