family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.67807588659096,0.00938687434274036,0.678498438727707,0.662979620679946,0.692934596423824,0.029954975743878,0.67684258121167,0.00123330537928956,0.17
frank,100,0.699170488246709,0.00726268158522853,0.699018785187852,0.68820064592161,0.711497292213592,0.0232966462919823,0.698958953611494,0.000211534635214727,0.83
