family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.50157651204423,0.00846708749263475,0.503159488957035,0.485361429444665,0.513987071259907,0.0286256418152424,0.502329501751131,-0.000752989706900409,0.72
frank,100,0.510795606369463,0.0081927195855564,0.511301461684545,0.495354705291342,0.521897895731711,0.0265431904403697,0.511355855215646,-0.000560248846183109,0.28
