family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.499689135072017,0.0142389483266861,0.49869827729641,0.479333978676287,0.521859146285138,0.0425251676088515,0.502329501751131,-0.00264036667911355,0.7
frank,100,0.508319153206634,0.0141565879449035,0.508725118120441,0.482225337999178,0.529703502282298,0.0474781642831204,0.511355855215646,-0.00303670200901229,0.3
