family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.488116948370951,0.00959447605961537,0.488081700786786,0.472938767288798,0.502174498309169,0.0292357310203713,0.487600859855117,0.000516088515834456,0.46
frank,100,0.502610642039852,0.00878376671658311,0.503375766256377,0.488317871910182,0.5159081165669,0.0275902446567179,0.502703823713549,-9.31816736974289e-05,0.54
