family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.490850137899742,0.0188136389278489,0.489705032417133,0.464245400829076,0.52383130115097,0.0595859003218938,0.487600859855117,0.00324927804462516,0.55
frank,100,0.501885464630124,0.0168187940491074,0.501482611463415,0.47474837518222,0.526264826220202,0.0515164510379817,0.502703823713549,-0.00081835908342498,0.45
