family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.48942007277081,0.0137471846987522,0.48951855459576,0.46893235797034,0.511394232837014,0.0424618748666742,0.487600859855117,0.00181921291569337,0.45
frank,100,0.504634730692306,0.0122864163523589,0.50494098543091,0.484583977570436,0.522645438772973,0.0380614612025369,0.502703823713549,0.00193090697875697,0.55
