family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.667164671474512,0.00982314409404257,0.666339497219434,0.649169096020136,0.680974153004329,0.031805056984193,0.667511199952842,-0.0003465284783295,0.04
frank,100,0.692102387969338,0.00901546991508959,0.692860107250073,0.678381367497211,0.704956797226846,0.0265754297296347,0.692673432920287,-0.000571044950948729,0.96
