"n_students","true_mean_sgpc","true_median_sgpc","inferred_mean_sgpc","inferred_median_sgpc","uniform_w1","inferred_w1","w1_reduction_pct","copula_rho","copula_df"
3500,39,38.584,39.421,39.025,0.091463,0.001942,97.88,0.72,8
