family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.692157123041694,0.00678948099653699,0.693532525661157,0.680769506507165,0.702652256720719,0.0218827502135541,0.692192713828588,-3.55907868938576e-05,0.29
frank,100,0.711533258427708,0.00547485359241345,0.711689083648256,0.702830636138174,0.720193688807577,0.0173630526694026,0.711072899732496,0.000460358695211549,0.71
