family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.555258533243026,0.0116497495412751,0.555963758921355,0.536137224793194,0.572423139345172,0.0362859145519785,0.556534970583275,-0.0012764373402484,0.4
frank,100,0.560373855640613,0.0110321551426274,0.561046427083389,0.543180453797189,0.577467545284484,0.0342870914872951,0.562672923653855,-0.0022990680132412,0.6
