family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.556833785721588,0.0174145544826014,0.557394262644682,0.530324590908511,0.583989497922931,0.05366490701442,0.556534970583275,0.000298815138313202,0.42
frank,100,0.563026888396687,0.0154881492824772,0.562442319905494,0.536410123444834,0.589473187130769,0.053063063685935,0.562672923653855,0.000353964742831892,0.58
