family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.617672707023166,0.00645139157414248,0.617828409749598,0.607722730849163,0.629044011766367,0.0213212809172039,0.618621708539768,-0.000949001516601378,1
frank,100,0.612151593589624,0.00647655056976933,0.611923878802555,0.601416528013163,0.622404143484951,0.0209876154717882,0.61303564678737,-0.000884053197746537,
