family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.619476179171635,0.0153458617159273,0.619679642566393,0.592578368874991,0.644377029229574,0.0517986603545837,0.618621708539768,0.000854470631867166,0.78
frank,100,0.614414525790983,0.0143603436657793,0.614511110318847,0.588211785005673,0.63476178103508,0.0465499960294071,0.61303564678737,0.00137887900361244,0.22
