family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.619229114789317,0.009967495103731,0.620073239942032,0.601891636669726,0.633320997091677,0.0314293604219505,0.618621708539768,0.000607406249549025,0.97
frank,100,0.612923486032375,0.0104745205408507,0.613100475559536,0.595823756993924,0.630292809519123,0.0344690525251984,0.61303564678737,-0.000112160754994761,0.03
