family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.690518051774629,0.00656413051594891,0.689957854493795,0.679447895492228,0.700967023869487,0.0215191283772587,0.69035526009301,0.000162791681618923,0.02
frank,100,0.716531754956801,0.00559844085413642,0.716326173671093,0.708204562098149,0.724594665032306,0.016390102934157,0.716102558195399,0.000429196761402073,0.98
