family,n_successful,tau_mean,tau_sd,tau_median,tau_q05,tau_q95,ci_width,tau_true,tau_bias,selection_freq
t,100,0.694415091747847,0.00905852348400192,0.694526423051406,0.678688883035977,0.706781697818528,0.0280928147825515,0.69225538937724,0.0021597023706067,0.29
frank,100,0.712963759087451,0.00725650591786423,0.713513886778086,0.701929407021361,0.724404698891752,0.022475291870391,0.712154279026482,0.000809480060968926,0.71
